-12.804360186371364,2.5656841723174604, 1.00
-12.809335853897746,2.5508068548674223, 1.00
-12.839917697685204,2.558602685263687, 1.00
-12.870034713105207,2.5634879244313242, 1.00
-12.916259156336661,2.5834449248121616, 1.00
-12.950030183317251,2.5920099045629783, 1.00
-12.960371991636395,2.6259070479712285, 1.00
-12.989106453945588,2.662358109123502, 1.00
-13.01063124418352,2.686437696888791, 1.00
-13.02790630934072,2.7043597222922333, 1.00
-13.033901335865204,2.7108434480478314, 1.00
-13.029008497091125,2.7067530904717083, 1.00
-13.015356892268962,2.694285098134223, 1.00
-12.99785008811219,2.663169129700225, 1.00
-12.95155100870401,2.6143623954219595, 1.00
-12.902421188830843,2.5813366223366545, 1.00
-12.846300266229974,2.5337847338723214, 1.00
-12.811226825411767,2.5028903285006647, 1.00
-12.787480082842466,2.4814291960333907, 1.00
-12.742873683205797,2.4697080987953006, 1.00
-12.732346302769042,2.4712004129193916, 1.00
-12.723914435587636,2.4823622673630874, 1.00
-12.752389546093328,2.5012054318504733, 1.00
-12.76210749868976,2.5220495928168054, 1.00
-12.80713803691021,2.5536379186084455, 1.00
-12.819892731520568,2.561418598131992, 1.00
-12.833034498323334,2.557170587384037, 1.00
-12.832291205027527,2.5650407413649563, 1.00
-12.825192241338982,2.546724855101931, 1.00
-12.83234943059953,2.5341540215268776, 1.00
-12.847134233740235,2.525921518680571, 1.00
-12.859059566717573,2.528877441599266, 1.00
-12.8457701689868,2.558012962428289, 1.00
-12.842803024876886,2.55625040600294, 1.00
-12.836194437630452,2.5504332348617593, 1.00
-12.838207696831637,2.5673207198411143, 1.00
-12.842739775766924,2.562335319284646, 1.00
-12.83899186674864,2.5552817403158805, 1.00
-12.838188670272515,2.5531712630296, 1.00
-12.836015278897518,2.565480377941708, 1.00
-12.830384425203967,2.5656094767909696, 1.00
-12.8340332201458,2.571004835587905, 1.00
-12.848174966530365,2.570050789489426, 1.00
-12.848764553952504,2.5800588527648, 1.00
-12.866413268571499,2.5703962116004178, 1.00
